p1_turkic & p1_mongolic & p1_tungusic & p1_koreanic & p1_japonic
TE066 & 0.85 & 0.91 & 0.07 & 0 & 0
TE078 & 0.03 & 0.03 & 0.03 & 0.84 & 0.04
TS001 & 1 & 1 & 1 & 0.99 & 1
TS002 & 0.09 & 0.17 & 0.19 & 0.39 & 0.79
TS003 & 1 & 1 & 1 & 1 & 1
TS005 & 1 & 1 & 1 & 1 & 1
TS006 & 1 & 1 & 0.98 & 0.06 & 0.12
TS007 & 1 & 1 & 1 & 1 & 1
TS009 & 0.74 & 0.74 & 0.74 & 0.72 & 0.74
TS010 & 0.33 & 0.37 & 0.39 & 0.4 & 0.36
TS079 & 0.03 & 0.05 & 0.27 & 0.01 & 0.02
TS080 & 0.75 & 0.42 & 0.2 & 0.11 & 0.15
TS086 & 1 & 1 & 1 & 1 & 1
TS088 & 0.1 & 0.7 & 0.09 & 0.92 & 0.13
