er_log10 & er_log10_sd & q10_log10 & q10_log10_sd & q01_log10 & q01_log10_sd
GB296 & 0.54 & 1.66 & 1.24 & 1.66 & 0.94 & 1.36
GB297 & -10 & -Inf & -10 & -Inf & -10 & -Inf
GB298 & -1.05 & -1.7 & -0.59 & -0.7 & -1.05 & -1.7
GB299 & -0.82 & 0.18 & -0.49 & 0.92 & -0.85 & 0.53
GB301 & -0.35 & 0.98 & -0.27 & 1.35 & -0.52 & 1.19
GB302 & -10 & -Inf & -10 & -Inf & -10 & -Inf
GB304 & -1 & -1.7 & -0.85 & 0.05 & -0.12 & 0.84
GB305 & -1.52 & -2 & -1.52 & -2 & -10 & -2
GB306 & -1.05 & -1.7 & -0.15 & 1.36 & -0.85 & 0.47
GB309 & -0.59 & 0.79 & -0.46 & 1.33 & -0.72 & 1.17
GB312 & -1.52 & -2 & -1.7 & -Inf & -10 & -1.7
GB313 & -0.85 & 0.28 & 0.99 & 1.56 & 0.21 & 0.79
GB316 & -10 & -Inf & -10 & -Inf & -10 & -Inf
GB318 & -10 & -Inf & -10 & -Inf & -10 & -Inf
GB322 & -0.62 & 1.02 & 0.36 & 1.47 & -0.22 & 0.91
GB323 & 2 & 1.63 & 2 & 1.59 & 1.57 & 1.16
GB324 & 2 & 1.56 & 2 & 1.55 & 1.94 & 1.5
GB325 & 1.53 & 1.66 & 1.93 & 1.62 & 1.54 & 1.22
GB326 & -0.96 & 0.44 & 0 & 0.75 & 0.82 & 1.59
GB327 & -0.66 & 0.84 & 0.94 & 1.55 & 0.27 & 0.87
GB328 & -1.52 & -2 & -1.52 & -2 & -10 & -1.52
GB329 & -0.92 & 0.29 & 1.24 & 1.6 & 0.38 & 0.73
GB330 & -10 & -Inf & -10 & -Inf & -10 & -Inf
GB333 & -2 & -Inf & -10 & -Inf & -10 & -Inf
GB400 & -1.05 & -1.7 & 0.84 & 1.51 & -0.14 & 0.51
GB401 & 2 & 1.63 & 1.97 & 1.6 & 1.67 & 1.3
GB403 & -1.52 & -2 & -0.66 & -0.92 & -1.7 & -2
GB408 & -1.52 & -2 & -1.7 & -Inf & -10 & -2
GB409 & -10 & -Inf & -10 & -Inf & -10 & -Inf
GB410 & -0.72 & -0.01 & -0.77 & 1.05 & -0.64 & 1.17
GB415 & -0.21 & 1.62 & 0.64 & 1.63 & 0.28 & 1.29
GB421 & -1.05 & 0.15 & -0.21 & 1.18 & -1.3 & 0.5
GB422 & -1 & 0.21 & -0.55 & -1 & -1.05 & -1.52
GB431 & -10 & -Inf & -10 & -Inf & -10 & -Inf
GB432 & -0.89 & -1.52 & -0.96 & -0.01 & -0.34 & 0.65
GB433 & -1.22 & -1.7 & -1.15 & -1.52 & -10 & -1.52
GB519 & -0.4 & 1.58 & 1.6 & 1.61 & 0.98 & 0.98
GB520 & -1.7 & -Inf & 0.92 & 1.52 & -0.55 & 0.03
GB521 & -1.22 & -2 & 1.26 & 1.56 & 0.12 & 0.41
GB522 & -1.52 & -2 & -1.52 & -2 & -10 & -Inf
TE003 & -0.89 & 0.12 & -1 & -1.15 & -0.89 & -1.4
TE004 & -1.1 & -1.7 & -0.35 & 0.5 & -1.3 & -0.3
TE005 & -1 & -1.7 & -0.38 & 0.65 & -1.05 & 0.1
TE006 & -0.96 & -1.52 & -0.62 & -1.05 & -1.05 & -1.52
TE007 & -1.15 & -1.7 & -0.18 & -0.59 & -1.1 & -1.7
TE008 & -0.7 & 0.51 & -0.55 & 0.54 & -0.05 & 1.14
TE018 & -0.89 & 0.1 & -0.85 & 0.3 & -10 & 0.67
TE019 & -1 & -1.7 & -0.92 & -1.52 & -10 & -1.7
TE027 & 1.27 & 1.65 & 1.37 & 1.65 & 1.19 & 1.47
TE031 & -0.82 & 0.44 & -0.85 & 0.5 & -0.54 & 0.93
TE037 & 1.15 & 1.64 & 1.11 & 1.5 & 1.25 & 1.64
TE038 & -1 & -1.7 & -0.92 & -1.52 & -10 & -1.7
TE039 & -0.24 & 1.57 & -0.17 & 1.31 & 0.09 & 1.59
TE050 & -1.52 & -Inf & 0.58 & 1.42 & -0.82 & -0.04
TE052 & -0.92 & -1.52 & -1.22 & 0.44 & -0.89 & 0.5
TE053 & -0.43 & 1.47 & -0.48 & 1.41 & -0.21 & 1.59
TE054 & -0.89 & -1.7 & -0.07 & 0.68 & 0.71 & 1.49
TE059 & -0.92 & 0.48 & 1.21 & 1.6 & 0.39 & 0.79
TE066 & -1.3 & -1.7 & -10 & -1.7 & -1.1 & -1.52
TE078 & -1.3 & -2 & -0.2 & 1.36 & -1.15 & 0.22
TS001 & -1.3 & -2 & -1.3 & -0.02 & -10 & 1.23
TS002 & -0.77 & 0.9 & -0.39 & 1.3 & -0.74 & 0.81
TS003 & -2 & -Inf & -10 & -Inf & -10 & -1.7
TS005 & -2 & -Inf & -10 & -Inf & -10 & -1.7
TS006 & -1.1 & -1.7 & -1.05 & -1.7 & -10 & -1.7
TS007 & -2 & -Inf & -10 & -Inf & -10 & -2
TS009 & 0.63 & 1.67 & 0.94 & 1.18 & 1.39 & 1.64
TS010 & -0.06 & 1.55 & 0.27 & 1.54 & 0 & 1.26
TS079 & -1.3 & -2 & -0.33 & -0.36 & -1.22 & -1.7
TS080 & -0.57 & 1.3 & -0.43 & 1.53 & -0.66 & 1.43
TS086 & -2 & -Inf & -10 & -Inf & -10 & -1.7
TS088 & -0.92 & -1.52 & -0.28 & 0.5 & -1 & -0.09
